event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PNG619,2021-03-26,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),Labor Group (Papua New Guinea),Civilians,State forces-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Central,Kairuku-Hiri,NA,Gaire,-9.6692,147.4082,1,Post Courier; The National (Papua New Guinea),National,"On 26 March 2021, a police officer shot and killed an intoxicated market vendor from Gaire village at Gaire Fish Market, Gaire (Central). The deceased had thrown a bottle at a police car after being hit by the police car door of the police officer. The police officer responded by shooting and killing the man. Gaire villagers then set up a roadblock along the Magi Highway to demand the Central Governor to address them and receive a petition (coded separately). On 27 March 2021, the policeman was detained at Boroko Police Station, Port Moresby. On 9 September 2023, the policeman was sentenced to 15 years' imprisonment with hard labor by the National Court.",1,NA,1754410691
PNG620,2021-03-27,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),NA,Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Central,Kairuku-Hiri,NA,Gaire,-9.6692,147.4082,1,The National (Papua New Guinea),National,"Around 27 March 2021, Gaire villagers held up a banner and set up a roadblock along the Magi Highway at Gaire Fish Market, Gaire (Central) to demand justice for a deceased market vendor who was killed by a police officer on 26 March 2021 (coded separately). The roadblock was removed in the afternoon after the villagers were addressed by the National Capital District/Central Assistant Commissioner of Police and the Central Governor.",0,crowd size=no report,1727907809
PNG114,2021-03-28,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Papua New Guinea (2019-),NA,State forces,Civilians (Papua New Guinea),NA,Civilians,State forces-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Central,Kairuku-Hiri,NA,Biotou,-8.7371,146.6226,2,The National (Papua New Guinea),National,"On 28 March 2021, two police constables from Central police unit abducted a man on the Hiritano Highway and murdered the victim, whose body was found at the Tapini junction near Biotou (Central). The two police constables have been formally charged with the murder pending further investigations.",1,NA,1754410691
PNG657,2021-04-03,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Kopiago Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Western,North Fly,NA,Tabubil Town,-5.2641,141.2245,1,Post Courier,National,"On 3 April 2021, a brawl erupted between men from Kopiago and an Engan man while purchasing alcohol at Bak Corner in Tabubil Town (Western). The Kopiago men stabbed the Engan man and a woman, allegedly a relative of the Wabag man, who intervened in the fight, resulting in the death of the Engan man and the woman suffering severe injuries. The brawl began after a Kopiago man attacked the Engan man (coded separately).",1,crowd size=no report,1736895203
PNG658,2021-04-03,2021,1,Strategic developments,Strategic developments,Other,Rioters (Papua New Guinea),Kopiago Ethnic Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Engan Ethnic Group (Papua New Guinea),Civilians,Rioters-Civilians,NA,598,Oceania,Papua New Guinea,Western,North Fly,NA,Tabubil Town,-5.2641,141.2245,1,Post Courier,National,"Other: On 3 April 2021, a Kopiago man attacked an Engan man from Wabag while purchasing alcohol at Bak Corner in Tabubil Town (Western) causing a brawl between men from Kopiago and Enga which resulted in the death of the Engan man (coded separately).",0,NA,1736895203
PNG97,2021-04-04,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Engan Ethnic Group (Papua New Guinea); Tari Communal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Kopiago Ethnic Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Hela,Koroba-Kopiago,NA,Kopiago,-5.3825,142.4856,1,The National (Papua New Guinea),National,"On 4 April 2021, Engan and Tari men armed with firearms, knives, iron bars, stones and other weapons attacked villagers in Kopiago (Hela), killing a Kopiago man and causing another Kopiago man to suffer severe injuries from a gunshot wound. The Kopiago villagers killed one of the fighters by slashing him and caused severe slashing wounds to four fighters. The Engan and Tari men also burnt down four houses belonging to Kopiago villagers. The attack occurred in retaliation for the killing of an Engan man and the slashing of an Engan woman inside the Bak Corner settlement in nearby Tabubil on 3 April 2021.",2,crowd size=no report,1736895203
PNG99,2021-04-06,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Sepik Ethnic Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Muya Communal Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Morobe,Huon,NA,Munum,-6.5733,146.8499,1,The National (Papua New Guinea),National,"On 6 April 2021, at least 10 armed men from Sepik attacked locals at Muya village in Munum ward (Morobe), killing two men using arrows and knives. These killings occurred as a part of ongoing tensions regarding land in Muya between landowners and Sepik settlers. Police have called on community leaders from both sides to help police in identifying the suspects, and also appealed to landowners not to sell their land to settlers.",2,crowd size=at least 10,1729632807
PNG112,2021-04-08,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tapo Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Agarabi Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Kainantu,NA,Kainantu,-6.2897,145.8603,1,Loop News Papua New Guinea; Post Courier; RNZ,National-Regional,"On 8 April 2021, Tapo and Agarabi tribes erupted into an unintended armed conflict using firearms, bush knives, bows and arrows, resulting in twelve deaths in Kainantu (Eastern Highlands). The two tribes were meeting to sign a peace agreement regarding a disputed alluvial mine, however a domestic dispute between one Tapo and one Agarabi villager caused armed fighters from both tribes to mistakenly believe that they were being attacked by the other.",12,crowd size=no report,1707858545
PNG113,2021-04-09,2021,1,Political violence,Explosions/Remote violence,Grenade,Agarabi Tribal Militia (Papua New Guinea),NA,Identity militia,Civilians (Papua New Guinea),Tapo Tribal Group (Papua New Guinea),Civilians,Identity militia-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Eastern Highlands,Kainantu,NA,Kainantu,-6.2897,145.8603,1,Loop News Papua New Guinea; Post Courier; RNZ,National-Regional,"On 9 April 2021, men from the Agarabi tribe detonated a hand grenade which killed seven people from Tapo tribe in Kainantu (Eastern Highlands). The violence occurred following a clash between the two tribes on 8 April 2021 (coded separately).",7,NA,1707858545
PNG115,2021-04-10,2021,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Kopi Tribal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Kopi Tribal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Goroka,NA,Goroka Urban,-6.085,145.3907,1,The National (Papua New Guinea),National,"On 10 April 2021, two militant factions of the Kopi tribe reunited at a peace ceremony in Goroka Urban (Eastern Highlands). The two factions had supported opposing tribes - the Kimka and Rologka - which have been engaged in a violent dispute over the control of the Gumanch coffee plantation. Both factions expressed regret over their role in the conflict and resolved to restore peace and unity in Dei.",0,NA,1741648625
PNG130,2021-04-11,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),NA,Rioters,Civilians (Papua New Guinea),Health Workers (Papua New Guinea); Women (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Milne Bay,Alotau,NA,Mutuyuwa,-10.3036,150.4281,1,The National (Papua New Guinea),National,"On 11 April 2021, a group of four men armed with guns raped a nurse in Mutuyuwa (Milne Bay). The perpetrators had hijacked a hospital bus which transported hospital staff, ordered everyone out of the bus, and pulled the victim into a nearby bush to rape her.",0,crowd size=no report; sexual violence,1762292062
PNG1052,2021-04-15,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tapo Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Agarabi Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Kainantu,NA,Kainantu,-6.2897,145.8603,1,The National (Papua New Guinea),National,"On 15 April 2021, Tapo and Agarabi clans (coded as tribes) clashed in Kainantu (Eastern Highlands). The fighting continued the following day (coded separately), resulting in 19 people killed and property damage. 19 fatalities were split over two events; 10 fatalities were coded in this event.",10,crowd size=no report,1726602897
PNG1053,2021-04-16,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Tapo Tribal Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Agarabi Tribal Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Eastern Highlands,Kainantu,NA,Kainantu,-6.2897,145.8603,1,The National (Papua New Guinea),National,"On 16 April 2021, Tapo and Agarabi clans (coded as tribes) clashed in Kainantu (Eastern Highlands). The fighting started the previous day (coded separately) and continued until today, resulting in 19 people killed and property damage. 19 fatalities were split over two events; 9 fatalities were coded in this event.",9,crowd size=no report,1726602897
PNG119,2021-04-18,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Wabag Ethnic Group (Papua New Guinea),Rioters,Civilians (Papua New Guinea),Goroka Ethnic Group (Papua New Guinea),Civilians,Rioters-Civilians,Civilian targeting,598,Oceania,Papua New Guinea,Morobe,Huon,NA,5 Mile,-6.7001,146.9457,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"On 18 April 2021, 13 Wabag men slashed and killed a Goroka man at a settlement in 5 Mile (Morobe), following a dispute in which a Wabag man attempted to claim an area of land within a rice field that had already been claimed by the Goroka man.",1,crowd size=13,1733261092
PNG128,2021-04-19,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Papua New Guinea),NA,Protesters,NA,NA,NA,Protesters only,NA,598,Oceania,Papua New Guinea,Morobe,Bulolo,NA,Wau Urban,-7.3313,146.7184,1,Post Courier,National,"Around 19 April 2021 (week of), hundreds of residents demonstrated outside Wau police station in Wau Urban ward (Morobe), calling on the police to restore law and order and public confidence in the police, as there had been a significant increase in criminal acts committed with impunity over the past few months.",0,crowd size=hundreds,1759789988
PNG120,2021-04-20,2021,1,Political violence,Riots,Mob violence,Rioters (Papua New Guinea),Wabag Ethnic Group (Papua New Guinea),Rioters,Rioters (Papua New Guinea),Goroka Ethnic Group (Papua New Guinea); Sepik Ethnic Group (Papua New Guinea),Rioters,Rioters-Rioters,NA,598,Oceania,Papua New Guinea,Morobe,Huon,NA,5 Mile,-6.7001,146.9457,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"On 20 April 2021, men from Goroka and Sepik fought against men from Wabag, causing the death of a 21-year-old man from Goroka who was slashed in half, and the destruction of 13 houses belonging to both Goroka and Wabag people at a settlement in 5 Mile (Morobe). The clash arose following a dispute over land on 18 April 2021, when a Wabag man attempted to claim an area of land within a rice field that had already been claimed by a Goroka man, leading to Wabag fighters slashing and killing the Goroka man (coded separately).",1,crowd size=no report,1733261092
PNG121,2021-04-21,2021,1,Strategic developments,Strategic developments,Agreement,Civilians (Papua New Guinea),Wabag Communal Group (Papua New Guinea),Civilians,Civilians (Papua New Guinea),Sepik Communal Group (Papua New Guinea); Goroka Communal Group (Papua New Guinea),Civilians,Civilians-Civilians,NA,598,Oceania,Papua New Guinea,Morobe,Huon,NA,5 Mile,-6.7001,146.9457,1,Loop News Papua New Guinea; The National (Papua New Guinea),National,"On 21 April 2021, leaders from the Goroka, Sepik and Wabag groups signed a ceasefire agreement prepared by the police in 5 Mile (Morobe), which provided that should there be any future dispute, the police would summon all of the leaders to go before the courts to determine the dispute. Police have also stated that the land in dispute did not belong to either of the fighting parties, but was the property of the Labu people and the Lands Department.",0,NA,1734463311
